Time_1s,Driver_ID,LapID,GPS Longitude,GPS Latitude,GPS Bearing,Accelerometer (Total),Accelerometer (X),Accelerometer (Y),Accelerometer (Z),Coolant,RPM,Altitude(GPS),OBD Speed,kff1298,Torque,F_M,AuthorisedClass,Throttle_Position,Engine_Load,Intake_Air_Temp,Catalyst_Temperature,Gear,Trip_Distance_m,Timestamp
26,SimDriver_01,1,0,0,0,0,0,0,0,28.7,1000,100,9.2,0,169.6,0,Car,67.5,56.5,22.4,196.6,1,25.0,2024-03-04 08:00:26
27,SimDriver_01,1,0,0,0,0,0,0,0,28.9,1073,100,9.9,0,169.4,0,Car,70.0,56.5,22.4,200.3,1,27.8,2024-03-04 08:00:27
28,SimDriver_01,1,0,0,0,0,0,0,0,29.1,1147,100,10.6,0,191.7,0,Car,72.5,63.9,22.4,204.1,1,30.7,2024-03-04 08:00:28
29,SimDriver_01,1,0,0,0,0,0,0,0,29.2,1224,100,11.3,0,182.4,0,Car,75.0,60.8,22.4,207.9,1,33.9,2024-03-04 08:00:29
30,SimDriver_01,1,0,0,0,0,0,0,0,29.4,1303,100,12.0,0,183.4,0,Car,77.5,61.1,22.3,211.7,1,37.2,2024-03-04 08:00:30
31,SimDriver_01,1,0,0,0,0,0,0,0,29.6,1385,100,12.8,0,202.2,0,Car,80.0,67.4,22.3,215.6,1,40.8,2024-03-04 08:00:31
32,SimDriver_01,1,0,0,0,0,0,0,0,29.8,1469,100,13.6,0,198.7,0,Car,82.5,66.2,22.3,219.5,1,44.5,2024-03-04 08:00:32
33,SimDriver_01,1,0,0,0,0,0,0,0,30.0,1554,100,14.4,0,218.6,0,Car,85.0,72.9,22.3,223.6,1,48.5,2024-03-04 08:00:33
34,SimDriver_01,1,0,0,0,0,0,0,0,30.1,938,100,15.2,0,204.4,0,Car,87.5,68.1,22.3,227.1,2,52.7,2024-03-04 08:00:34
35,SimDriver_01,1,0,0,0,0,0,0,0,30.3,990,100,16.0,0,215.6,0,Car,90.0,71.9,22.2,230.8,2,57.2,2024-03-04 08:00:35
36,SimDriver_01,1,0,0,0,0,0,0,0,30.4,1042,100,16.9,0,223.8,0,Car,92.5,74.6,22.2,234.5,2,61.9,2024-03-04 08:00:36
37,SimDriver_01,1,0,0,0,0,0,0,0,30.6,1096,100,17.7,0,218.7,0,Car,95.0,72.9,22.2,238.2,2,66.8,2024-03-04 08:00:37
38,SimDriver_01,1,0,0,0,0,0,0,0,30.8,1151,100,18.6,0,246.0,0,Car,97.5,82.0,22.1,242.0,2,71.9,2024-03-04 08:00:38
39,SimDriver_01,1,0,0,0,0,0,0,0,30.9,1207,100,19.5,0,232.0,0,Car,100.0,77.3,22.1,245.7,2,77.4,2024-03-04 08:00:39
40,SimDriver_01,1,0,0,0,0,0,0,0,31.2,2211,100,20.4,0,255.5,0,Car,100.0,85.2,22.1,250.1,1,83.0,2024-03-04 08:00:40
41,SimDriver_01,1,0,0,0,0,0,0,0,31.5,2308,100,21.3,0,242.8,0,Car,100.0,80.9,22.1,254.4,1,89.0,2024-03-04 08:00:41
42,SimDriver_01,1,0,0,0,0,0,0,0,31.8,2405,100,22.2,0,233.3,0,Car,100.0,77.8,22.1,258.6,1,95.1,2024-03-04 08:00:42
43,SimDriver_01,1,0,0,0,0,0,0,0,32.1,2501,100,23.1,0,260.1,0,Car,100.0,86.7,22.1,263.0,1,101.5,2024-03-04 08:00:43
44,SimDriver_01,1,0,0,0,0,0,0,0,32.4,2597,100,24.0,0,239.5,0,Car,100.0,79.8,22.0,267.2,1,108.2,2024-03-04 08:00:44
45,SimDriver_01,1,0,0,0,0,0,0,0,32.7,2693,100,24.9,0,250.8,0,Car,100.0,83.6,22.0,271.6,1,115.1,2024-03-04 08:00:45
46,SimDriver_01,1,0,0,0,0,0,0,0,33.0,2787,100,25.7,0,233.9,0,Car,100.0,78.0,22.0,275.8,1,122.3,2024-03-04 08:00:46
47,SimDriver_01,1,0,0,0,0,0,0,0,33.4,2882,100,26.6,0,256.0,0,Car,100.0,85.3,22.0,280.2,1,129.7,2024-03-04 08:00:47
48,SimDriver_01,1,0,0,0,0,0,0,0,33.7,2976,100,27.5,0,243.3,0,Car,100.0,81.1,22.0,284.5,1,137.3,2024-03-04 08:00:48
49,SimDriver_01,1,0,0,0,0,0,0,0,34.1,3069,100,28.3,0,238.6,0,Car,100.0,79.5,22.0,288.8,1,145.2,2024-03-04 08:00:49
50,SimDriver_01,1,0,0,0,0,0,0,0,34.4,3162,100,29.2,0,242.8,0,Car,100.0,80.9,22.0,293.1,1,153.3,2024-03-04 08:00:50
51,SimDriver_01,1,0,0,0,0,0,0,0,34.8,3255,100,30.1,0,260.4,0,Car,100.0,86.8,22.0,297.5,1,161.6,2024-03-04 08:00:51
52,SimDriver_01,1,0,0,0,0,0,0,0,35.2,3347,100,30.9,0,234.4,0,Car,100.0,78.1,22.0,301.8,1,170.2,2024-03-04 08:00:52
53,SimDriver_01,1,0,0,0,0,0,0,0,35.6,3438,100,31.7,0,242.2,0,Car,100.0,80.7,22.0,306.1,1,179.0,2024-03-04 08:00:53
54,SimDriver_01,1,0,0,0,0,0,0,0,36.0,3529,100,32.6,0,259.1,0,Car,100.0,86.4,22.0,310.6,1,188.1,2024-03-04 08:00:54
55,SimDriver_01,1,0,0,0,0,0,0,0,36.4,3620,100,33.4,0,239.2,0,Car,100.0,79.7,22.0,314.9,1,197.4,2024-03-04 08:00:55
56,SimDriver_01,1,0,0,0,0,0,0,0,36.8,3710,100,34.3,0,251.0,0,Car,100.0,83.7,22.0,319.2,1,206.9,2024-03-04 08:00:56
57,SimDriver_01,1,0,0,0,0,0,0,0,37.3,3800,100,35.1,0,256.7,0,Car,100.0,85.6,22.0,323.7,1,216.6,2024-03-04 08:00:57
58,SimDriver_01,1,0,0,0,0,0,0,0,37.7,3889,100,35.9,0,242.8,0,Car,100.0,80.9,22.0,328.0,1,226.6,2024-03-04 08:00:58
59,SimDriver_01,1,0,0,0,0,0,0,0,38.2,3978,100,36.7,0,254.3,0,Car,100.0,84.8,22.0,332.4,1,236.8,2024-03-04 08:00:59
60,SimDriver_01,1,0,0,0,0,0,0,0,38.6,4067,100,37.5,0,237.9,0,Car,100.0,79.3,22.0,336.7,1,247.2,2024-03-04 08:01:00
61,SimDriver_01,1,0,0,0,0,0,0,0,39.1,4154,100,38.4,0,265.9,0,Car,100.0,88.6,22.0,341.2,1,257.9,2024-03-04 08:01:01
62,SimDriver_01,1,0,0,0,0,0,0,0,39.6,4242,100,39.2,0,265.2,0,Car,100.0,88.4,22.0,345.6,1,268.8,2024-03-04 08:01:02
63,SimDriver_01,1,0,0,0,0,0,0,0,40.0,4329,100,40.0,0,254.1,0,Car,100.0,84.7,22.0,350.0,1,279.9,2024-03-04 08:01:03
64,SimDriver_01,1,0,0,0,0,0,0,0,40.5,4416,100,40.8,0,256.7,0,Car,100.0,85.6,22.0,354.5,1,291.2,2024-03-04 08:01:04
65,SimDriver_01,1,0,0,0,0,0,0,0,41.0,4502,100,41.6,0,249.0,0,Car,100.0,83.0,22.0,358.8,1,302.7,2024-03-04 08:01:05
66,SimDriver_01,1,0,0,0,0,0,0,0,41.5,4588,100,42.4,0,241.8,0,Car,100.0,80.6,22.0,363.2,1,314.5,2024-03-04 08:01:06
67,SimDriver_01,1,0,0,0,0,0,0,0,42.1,4673,100,43.1,0,249.4,0,Car,100.0,83.1,22.0,367.5,1,326.5,2024-03-04 08:01:07
68,SimDriver_01,1,0,0,0,0,0,0,0,42.6,4758,100,43.9,0,268.1,0,Car,100.0,89.4,22.1,372.0,1,338.7,2024-03-04 08:01:08
69,SimDriver_01,1,0,0,0,0,0,0,0,43.1,4843,100,44.7,0,252.9,0,Car,100.0,84.3,22.1,376.4,1,351.1,2024-03-04 08:01:09
70,SimDriver_01,1,0,0,0,0,0,0,0,43.7,4927,100,45.5,0,267.0,0,Car,100.0,89.0,22.1,380.9,1,363.8,2024-03-04 08:01:10
71,SimDriver_01,1,0,0,0,0,0,0,0,44.2,5010,100,46.3,0,239.1,0,Car,100.0,79.7,22.1,385.2,1,376.6,2024-03-04 08:01:11
72,SimDriver_01,1,0,0,0,0,0,0,0,44.8,5094,100,47.0,0,240.1,0,Car,100.0,80.0,22.1,389.5,1,389.7,2024-03-04 08:01:12
73,SimDriver_01,1,0,0,0,0,0,0,0,45.3,5177,100,47.8,0,242.2,0,Car,100.0,80.7,22.1,393.8,1,402.9,2024-03-04 08:01:13
74,SimDriver_01,1,0,0,0,0,0,0,0,45.9,5259,100,48.6,0,256.7,0,Car,100.0,85.6,22.2,398.2,1,416.4,2024-03-04 08:01:14
75,SimDriver_01,1,0,0,0,0,0,0,0,46.5,5341,100,49.3,0,256.9,0,Car,100.0,85.6,22.2,402.6,1,430.1,2024-03-04 08:01:15
76,SimDriver_01,1,0,0,0,0,0,0,0,46.7,1549,100,50.1,0,246.4,0,Car,100.0,82.1,22.2,405.0,4,444.0,2024-03-04 08:01:16
77,SimDriver_01,1,0,0,0,0,0,0,0,46.9,1572,100,50.8,0,268.9,0,Car,100.0,89.6,22.1,407.5,4,458.2,2024-03-04 08:01:17
78,SimDriver_01,1,0,0,0,0,0,0,0,47.1,1595,100,51.6,0,247.2,0,Car,100.0,82.4,22.1,409.9,4,472.5,2024-03-04 08:01:18
79,SimDriver_01,1,0,0,0,0,0,0,0,47.3,1618,100,52.3,0,267.5,0,Car,100.0,89.2,22.1,412.4,4,487.0,2024-03-04 08:01:19
80,SimDriver_01,1,0,0,0,0,0,0,0,47.5,1641,100,53.0,0,254.2,0,Car,100.0,84.7,22.1,414.8,4,501.7,2024-03-04 08:01:20
81,SimDriver_01,1,0,0,0,0,0,0,0,47.8,1664,100,53.8,0,255.9,0,Car,100.0,85.3,22.1,417.1,4,516.7,2024-03-04 08:01:21
82,SimDriver_01,1,0,0,0,0,0,0,0,48.0,1686,100,54.5,0,249.2,0,Car,100.0,83.1,22.1,419.5,4,531.8,2024-03-04 08:01:22
83,SimDriver_01,1,0,0,0,0,0,0,0,48.2,1709,100,55.2,0,252.1,0,Car,100.0,84.0,22.1,421.8,4,547.2,2024-03-04 08:01:23
84,SimDriver_01,1,0,0,0,0,0,0,0,48.4,1731,100,56.0,0,252.3,0,Car,100.0,84.1,22.0,424.1,4,562.7,2024-03-04 08:01:24
85,SimDriver_01,1,0,0,0,0,0,0,0,48.6,1754,100,56.7,0,271.2,0,Car,100.0,90.4,22.0,426.6,4,578.5,2024-03-04 08:01:25
86,SimDriver_01,1,0,0,0,0,0,0,0,48.9,1776,100,57.4,0,255.2,0,Car,100.0,85.1,22.0,428.9,4,594.4,2024-03-04 08:01:26
87,SimDriver_01,1,0,0,0,0,0,0,0,49.1,1798,100,58.1,0,258.1,0,Car,100.0,86.0,22.0,431.2,4,610.5,2024-03-04 08:01:27
88,SimDriver_01,1,0,0,0,0,0,0,0,49.3,1820,100,58.8,0,248.9,0,Car,100.0,83.0,22.0,433.5,4,626.9,2024-03-04 08:01:28
89,SimDriver_01,1,0,0,0,0,0,0,0,49.6,1842,100,59.5,0,244.5,0,Car,100.0,81.5,22.0,435.7,4,643.4,2024-03-04 08:01:29
90,SimDriver_01,1,0,0,0,0,0,0,0,49.8,1863,100,60.2,0,272.5,0,Car,100.0,90.8,22.0,438.1,4,660.2,2024-03-04 08:01:30
91,SimDriver_01,1,0,0,0,0,0,0,0,50.0,1885,100,60.9,0,263.9,0,Car,100.0,88.0,22.0,440.4,4,677.1,2024-03-04 08:01:31
92,SimDriver_01,1,0,0,0,0,0,0,0,50.3,1907,100,61.6,0,267.5,0,Car,100.0,89.2,21.9,442.8,4,694.2,2024-03-04 08:01:32
93,SimDriver_01,1,0,0,0,0,0,0,0,50.5,1928,100,62.3,0,272.2,0,Car,100.0,90.7,21.9,445.1,4,711.5,2024-03-04 08:01:33
94,SimDriver_01,1,0,0,0,0,0,0,0,50.8,1949,100,63.0,0,246.0,0,Car,100.0,82.0,21.9,447.3,4,729.0,2024-03-04 08:01:34
95,SimDriver_01,1,0,0,0,0,0,0,0,51.0,1970,100,63.7,0,260.7,0,Car,100.0,86.9,21.9,449.5,4,746.7,2024-03-04 08:01:35
96,SimDriver_01,1,0,0,0,0,0,0,0,51.3,1992,100,64.4,0,272.4,0,Car,100.0,90.8,21.9,451.8,4,764.6,2024-03-04 08:01:36
97,SimDriver_01,1,0,0,0,0,0,0,0,51.5,2013,100,65.0,0,272.9,0,Car,100.0,91.0,21.9,454.2,4,782.6,2024-03-04 08:01:37
98,SimDriver_01,1,0,0,0,0,0,0,0,51.8,2033,100,65.7,0,252.9,0,Car,100.0,84.3,21.9,456.3,4,800.9,2024-03-04 08:01:38
99,SimDriver_01,1,0,0,0,0,0,0,0,52.0,2054,100,66.4,0,264.7,0,Car,100.0,88.2,21.9,458.5,4,819.3,2024-03-04 08:01:39
100,SimDriver_01,1,0,0,0,0,0,0,0,52.3,2075,100,67.1,0,252.3,0,Car,100.0,84.1,21.9,460.7,4,838.0,2024-03-04 08:01:40
101,SimDriver_01,1,0,0,0,0,0,0,0,52.5,2095,100,67.7,0,270.0,0,Car,100.0,90.0,21.9,462.9,4,856.8,2024-03-04 08:01:41
102,SimDriver_01,1,0,0,0,0,0,0,0,52.8,2116,100,68.4,0,265.0,0,Car,100.0,88.3,21.9,465.1,4,875.8,2024-03-04 08:01:42
103,SimDriver_01,1,0,0,0,0,0,0,0,53.1,2136,100,69.0,0,250.2,0,Car,100.0,83.4,21.9,467.2,4,895.0,2024-03-04 08:01:43
104,SimDriver_01,1,0,0,0,0,0,0,0,53.3,2157,100,69.7,0,269.4,0,Car,99.9,89.8,21.8,469.4,4,914.3,2024-03-04 08:01:44
105,SimDriver_01,1,0,0,0,0,0,0,0,53.6,1741,100,70.4,0,250.9,0,Car,100.0,83.6,21.8,471.3,5,933.9,2024-03-04 08:01:45
106,SimDriver_01,1,0,0,0,0,0,0,0,53.8,1757,100,71.0,0,252.2,0,Car,100.0,84.1,21.8,473.1,5,953.6,2024-03-04 08:01:46
107,SimDriver_01,1,0,0,0,0,0,0,0,54.0,1773,100,71.6,0,248.5,0,Car,99.9,82.8,21.8,474.9,5,973.5,2024-03-04 08:01:47
108,SimDriver_01,1,0,0,0,0,0,0,0,54.2,1789,100,72.3,0,260.4,0,Car,99.5,86.8,21.8,476.8,5,993.6,2024-03-04 08:01:48
109,SimDriver_01,1,0,0,0,0,0,0,0,54.5,1805,100,72.9,0,270.4,0,Car,100.0,90.1,21.8,478.7,5,1013.8,2024-03-04 08:01:49
110,SimDriver_01,1,0,0,0,0,0,0,0,54.7,1821,100,73.6,0,257.6,0,Car,99.5,85.9,21.8,480.6,5,1034.3,2024-03-04 08:01:50
111,SimDriver_01,1,0,0,0,0,0,0,0,54.9,1836,100,74.2,0,253.8,0,Car,98.1,84.6,21.8,482.4,5,1054.9,2024-03-04 08:01:51
112,SimDriver_01,1,0,0,0,0,0,0,0,55.2,1851,100,74.8,0,261.6,0,Car,96.5,87.2,21.8,484.2,5,1075.6,2024-03-04 08:01:52
113,SimDriver_01,1,0,0,0,0,0,0,0,55.4,1866,100,75.4,0,243.4,0,Car,97.8,81.1,21.8,485.9,5,1096.6,2024-03-04 08:01:53
114,SimDriver_01,1,0,0,0,0,0,0,0,55.7,1881,100,76.0,0,255.8,0,Car,99.7,85.3,21.8,487.7,5,1117.7,2024-03-04 08:01:54
115,SimDriver_01,1,0,0,0,0,0,0,0,55.9,1869,100,75.5,0,30.0,0,Car,0.0,10.0,21.8,488.0,5,1138.7,2024-03-04 08:01:55
116,SimDriver_01,1,0,0,0,0,0,0,0,56.1,1857,100,75.0,0,30.0,0,Car,0.0,10.0,21.9,488.2,5,1159.5,2024-03-04 08:01:56
117,SimDriver_01,1,0,0,0,0,0,0,0,56.4,1844,100,74.5,0,34.1,0,Car,0.0,11.4,21.9,488.5,5,1180.2,2024-03-04 08:01:57
118,SimDriver_01,1,0,0,0,0,0,0,0,56.6,1832,100,74.0,0,34.0,0,Car,0.0,11.3,22.0,488.8,5,1200.8,2024-03-04 08:01:58
119,SimDriver_01,1,0,0,0,0,0,0,0,56.8,1832,100,74.0,0,33.0,0,Car,0.6,11.0,22.0,489.0,5,1221.3,2024-03-04 08:01:59
120,SimDriver_01,1,0,0,0,0,0,0,0,57.1,1820,100,73.5,0,30.0,0,Car,0.0,10.0,22.0,489.2,5,1241.7,2024-03-04 08:02:00
121,SimDriver_01,1,0,0,0,0,0,0,0,57.3,1807,100,73.0,0,34.2,0,Car,0.0,11.4,22.1,489.5,5,1262.0,2024-03-04 08:02:01
122,SimDriver_01,1,0,0,0,0,0,0,0,57.5,1795,100,72.5,0,30.0,0,Car,0.0,10.0,22.1,489.7,5,1282.2,2024-03-04 08:02:02
123,SimDriver_01,1,0,0,0,0,0,0,0,57.7,1783,100,72.0,0,30.0,0,Car,0.0,10.0,22.2,489.9,5,1302.2,2024-03-04 08:02:03
124,SimDriver_01,1,0,0,0,0,0,0,0,58.0,1770,100,71.5,0,30.0,0,Car,0.0,10.0,22.2,490.0,5,1322.0,2024-03-04 08:02:04
125,SimDriver_01,1,0,0,0,0,0,0,0,58.2,1758,100,71.0,0,35.2,0,Car,0.0,11.7,22.3,490.3,5,1341.8,2024-03-04 08:02:05
126,SimDriver_01,1,0,0,0,0,0,0,0,58.4,1745,100,70.5,0,31.6,0,Car,0.0,10.5,22.3,490.4,5,1361.4,2024-03-04 08:02:06
127,SimDriver_01,1,0,0,0,0,0,0,0,58.6,1733,100,70.0,0,30.0,0,Car,0.0,10.0,22.4,490.6,5,1380.8,2024-03-04 08:02:07
128,SimDriver_01,1,0,0,0,0,0,0,0,58.9,2151,100,69.5,0,34.2,0,Car,0.0,11.4,22.4,491.0,4,1400.1,2024-03-04 08:02:08
129,SimDriver_01,1,0,0,0,0,0,0,0,59.2,2135,100,69.0,0,30.0,0,Car,0.0,10.0,22.5,491.4,4,1419.3,2024-03-04 08:02:09
130,SimDriver_01,1,0,0,0,0,0,0,0,59.4,2120,100,68.5,0,30.0,0,Car,0.0,10.0,22.5,491.7,4,1438.3,2024-03-04 08:02:10
131,SimDriver_01,1,0,0,0,0,0,0,0,59.7,2104,100,68.0,0,30.0,0,Car,0.0,10.0,22.6,492.0,4,1457.2,2024-03-04 08:02:11
132,SimDriver_01,1,0,0,0,0,0,0,0,60.0,2089,100,67.5,0,30.0,0,Car,0.0,10.0,22.6,492.4,4,1476.0,2024-03-04 08:02:12
133,SimDriver_01,1,0,0,0,0,0,0,0,60.2,2074,100,67.0,0,30.0,0,Car,0.0,10.0,22.7,492.7,4,1494.6,2024-03-04 08:02:13
134,SimDriver_01,1,0,0,0,0,0,0,0,60.5,2058,100,66.5,0,33.7,0,Car,0.0,11.2,22.7,493.0,4,1513.1,2024-03-04 08:02:14
135,SimDriver_01,1,0,0,0,0,0,0,0,60.7,2043,100,66.0,0,30.0,0,Car,0.0,10.0,22.8,493.3,4,1531.4,2024-03-04 08:02:15
136,SimDriver_01,1,0,0,0,0,0,0,0,61.0,2027,100,65.5,0,30.0,0,Car,0.0,10.0,22.8,493.6,4,1549.6,2024-03-04 08:02:16
137,SimDriver_01,1,0,0,0,0,0,0,0,61.2,2012,100,65.0,0,30.0,0,Car,0.0,10.0,22.9,493.9,4,1567.7,2024-03-04 08:02:17
138,SimDriver_01,1,0,0,0,0,0,0,0,61.5,1996,100,64.5,0,30.0,0,Car,0.0,10.0,22.9,494.1,4,1585.6,2024-03-04 08:02:18
139,SimDriver_01,1,0,0,0,0,0,0,0,61.7,1981,100,64.0,0,30.0,0,Car,0.0,10.0,23.0,494.4,4,1603.4,2024-03-04 08:02:19
140,SimDriver_01,1,0,0,0,0,0,0,0,62.0,1965,100,63.5,0,30.0,0,Car,0.0,10.0,23.0,494.6,4,1621.0,2024-03-04 08:02:20
141,SimDriver_01,1,0,0,0,0,0,0,0,62.2,1950,100,63.0,0,30.0,0,Car,0.0,10.0,23.1,494.8,4,1638.5,2024-03-04 08:02:21
142,SimDriver_01,1,0,0,0,0,0,0,0,62.5,1934,100,62.5,0,30.0,0,Car,0.0,10.0,23.1,495.0,4,1655.9,2024-03-04 08:02:22
143,SimDriver_01,1,0,0,0,0,0,0,0,62.7,1919,100,62.0,0,32.1,0,Car,0.0,10.7,23.2,495.3,4,1673.1,2024-03-04 08:02:23
144,SimDriver_01,1,0,0,0,0,0,0,0,62.9,1903,100,61.5,0,30.0,0,Car,0.0,10.0,23.2,495.5,4,1690.2,2024-03-04 08:02:24
145,SimDriver_01,1,0,0,0,0,0,0,0,63.2,1888,100,61.0,0,30.0,0,Car,0.0,10.0,23.3,495.7,4,1707.2,2024-03-04 08:02:25
146,SimDriver_01,1,0,0,0,0,0,0,0,63.4,1872,100,60.5,0,30.0,0,Car,0.0,10.0,23.3,495.8,4,1724.0,2024-03-04 08:02:26
147,SimDriver_01,1,0,0,0,0,0,0,0,63.7,1857,100,60.0,0,30.0,0,Car,0.0,10.0,23.4,496.0,4,1740.6,2024-03-04 08:02:27
148,SimDriver_01,1,0,0,0,0,0,0,0,63.9,1841,100,59.5,0,30.0,0,Car,0.0,10.0,23.4,496.2,4,1757.2,2024-03-04 08:02:28
149,SimDriver_01,1,0,0,0,0,0,0,0,64.1,1826,100,59.0,0,30.0,0,Car,0.0,10.0,23.5,496.3,4,1773.6,2024-03-04 08:02:29
150,SimDriver_01,1,0,0,0,0,0,0,0,64.4,1810,100,58.5,0,30.0,0,Car,0.0,10.0,23.5,496.5,4,1789.8,2024-03-04 08:02:30
151,SimDriver_01,1,0,0,0,0,0,0,0,64.6,1795,100,58.0,0,30.0,0,Car,0.0,10.0,23.6,496.6,4,1805.9,2024-03-04 08:02:31
152,SimDriver_01,1,0,0,0,0,0,0,0,64.8,1780,100,57.5,0,30.0,0,Car,0.0,10.0,23.6,496.7,4,1821.9,2024-03-04 08:02:32
153,SimDriver_01,1,0,0,0,0,0,0,0,65.0,1764,100,57.0,0,30.0,0,Car,0.0,10.0,23.7,496.8,4,1837.8,2024-03-04 08:02:33
154,SimDriver_01,1,0,0,0,0,0,0,0,65.3,1749,100,56.5,0,30.0,0,Car,0.0,10.0,23.7,496.9,4,1853.5,2024-03-04 08:02:34
155,SimDriver_01,1,0,0,0,0,0,0,0,65.5,1733,100,56.0,0,30.0,0,Car,0.0,10.0,23.7,497.0,4,1869.0,2024-03-04 08:02:35
156,SimDriver_01,1,0,0,0,0,0,0,0,65.7,1718,100,55.5,0,30.0,0,Car,0.0,10.0,23.8,497.1,4,1884.4,2024-03-04 08:02:36
157,SimDriver_01,1,0,0,0,0,0,0,0,65.9,1702,100,55.0,0,30.0,0,Car,0.0,10.0,23.8,497.2,4,1899.7,2024-03-04 08:02:37
158,SimDriver_01,1,0,0,0,0,0,0,0,66.1,1687,100,54.5,0,30.0,0,Car,0.0,10.0,23.9,497.3,4,1914.9,2024-03-04 08:02:38
159,SimDriver_01,1,0,0,0,0,0,0,0,66.4,1671,100,54.0,0,30.0,0,Car,0.0,10.0,23.9,497.3,4,1929.9,2024-03-04 08:02:39
