Time_1s,Driver_ID,LapID,GPS Longitude,GPS Latitude,GPS Bearing,Accelerometer (Total),Accelerometer (X),Accelerometer (Y),Accelerometer (Z),Coolant,RPM,Altitude(GPS),OBD Speed,kff1298,Torque,F_M,AuthorisedClass,Throttle_Position,Engine_Load,Intake_Air_Temp,Catalyst_Temperature,Gear,Trip_Distance_m,Timestamp
71,SimDriver_01,1,0,0,0,0,0,0,0,43.0,3272,100,30.2,0,30.0,0,Car,0.0,10.0,22.8,361.8,1,345.9,2024-01-15 08:01:11
72,SimDriver_01,1,0,0,0,0,0,0,0,43.4,3218,100,29.7,0,30.0,0,Car,0.0,10.0,22.9,364.0,1,354.1,2024-01-15 08:01:12
73,SimDriver_01,1,0,0,0,0,0,0,0,43.7,3164,100,29.2,0,30.0,0,Car,0.0,10.0,22.9,366.1,1,362.2,2024-01-15 08:01:13
74,SimDriver_01,1,0,0,0,0,0,0,0,44.1,3110,100,28.7,0,30.0,0,Car,0.0,10.0,23.0,368.2,1,370.2,2024-01-15 08:01:14
75,SimDriver_01,1,0,0,0,0,0,0,0,44.5,3056,100,28.2,0,30.0,0,Car,0.0,10.0,23.0,370.3,1,378.0,2024-01-15 08:01:15
76,SimDriver_01,1,0,0,0,0,0,0,0,44.8,3001,100,27.7,0,30.0,0,Car,0.0,10.0,23.1,372.3,1,385.7,2024-01-15 08:01:16
77,SimDriver_01,1,0,0,0,0,0,0,0,45.2,3003,100,27.7,0,30.0,0,Car,1.3,10.0,23.1,374.2,1,393.4,2024-01-15 08:01:17
78,SimDriver_01,1,0,0,0,0,0,0,0,45.5,2948,100,27.2,0,30.0,0,Car,0.0,10.0,23.2,376.2,1,401.0,2024-01-15 08:01:18
79,SimDriver_01,1,0,0,0,0,0,0,0,45.9,2950,100,27.2,0,30.0,0,Car,1.5,10.0,23.2,378.1,1,408.6,2024-01-15 08:01:19
80,SimDriver_01,1,0,0,0,0,0,0,0,46.2,2951,100,27.2,0,30.0,0,Car,1.3,10.0,23.3,380.0,1,416.1,2024-01-15 08:01:20
81,SimDriver_01,1,0,0,0,0,0,0,0,46.5,2953,100,27.3,0,30.0,0,Car,2.2,10.0,23.3,381.9,1,423.7,2024-01-15 08:01:21
82,SimDriver_01,1,0,0,0,0,0,0,0,46.9,2954,100,27.3,0,30.0,0,Car,0.7,10.0,23.3,383.7,1,431.3,2024-01-15 08:01:22
83,SimDriver_01,1,0,0,0,0,0,0,0,47.2,2954,100,27.3,0,30.0,0,Car,0.4,10.0,23.4,385.6,1,438.9,2024-01-15 08:01:23
84,SimDriver_01,1,0,0,0,0,0,0,0,47.6,2955,100,27.3,0,30.0,0,Car,0.6,10.0,23.4,387.4,1,446.4,2024-01-15 08:01:24
85,SimDriver_01,1,0,0,0,0,0,0,0,47.9,2901,100,26.8,0,30.0,0,Car,0.0,10.0,23.5,389.1,1,453.9,2024-01-15 08:01:25
86,SimDriver_01,1,0,0,0,0,0,0,0,48.3,2846,100,26.3,0,30.0,0,Car,0.0,10.0,23.5,390.9,1,461.2,2024-01-15 08:01:26
87,SimDriver_01,1,0,0,0,0,0,0,0,48.6,2792,100,25.8,0,30.0,0,Car,0.0,10.0,23.6,392.6,1,468.3,2024-01-15 08:01:27
88,SimDriver_01,1,0,0,0,0,0,0,0,48.9,2793,100,25.8,0,30.0,0,Car,0.3,10.0,23.6,394.2,1,475.5,2024-01-15 08:01:28
89,SimDriver_01,1,0,0,0,0,0,0,0,49.2,2793,100,25.8,0,30.0,0,Car,0.2,10.0,23.6,395.9,1,482.7,2024-01-15 08:01:29
90,SimDriver_01,1,0,0,0,0,0,0,0,49.6,2739,100,25.3,0,30.0,0,Car,0.0,10.0,23.7,397.5,1,489.7,2024-01-15 08:01:30
91,SimDriver_01,1,0,0,0,0,0,0,0,49.9,2739,100,25.3,0,30.0,0,Car,0.6,10.0,23.7,399.1,1,496.7,2024-01-15 08:01:31
92,SimDriver_01,1,0,0,0,0,0,0,0,50.2,2741,100,25.3,0,30.0,0,Car,1.6,10.0,23.8,400.7,1,503.8,2024-01-15 08:01:32
93,SimDriver_01,1,0,0,0,0,0,0,0,50.5,2741,100,25.3,0,30.0,0,Car,0.8,10.0,23.8,402.2,1,510.8,2024-01-15 08:01:33
94,SimDriver_01,1,0,0,0,0,0,0,0,50.9,2687,100,24.8,0,30.0,0,Car,0.0,10.0,23.8,403.8,1,517.7,2024-01-15 08:01:34
95,SimDriver_01,1,0,0,0,0,0,0,0,51.2,2633,100,24.3,0,30.0,0,Car,0.0,10.0,23.9,405.2,1,524.4,2024-01-15 08:01:35
96,SimDriver_01,1,0,0,0,0,0,0,0,51.5,2634,100,24.3,0,30.0,0,Car,1.0,10.0,23.9,406.7,1,531.2,2024-01-15 08:01:36
97,SimDriver_01,1,0,0,0,0,0,0,0,51.8,2580,100,23.8,0,30.0,0,Car,0.0,10.0,24.0,408.1,1,537.8,2024-01-15 08:01:37
98,SimDriver_01,1,0,0,0,0,0,0,0,52.1,2580,100,23.8,0,30.0,0,Car,0.1,10.0,24.0,409.5,1,544.4,2024-01-15 08:01:38
99,SimDriver_01,1,0,0,0,0,0,0,0,52.4,2526,100,23.3,0,30.0,0,Car,0.0,10.0,24.1,410.9,1,550.9,2024-01-15 08:01:39
100,SimDriver_01,1,0,0,0,0,0,0,0,52.7,2472,100,22.8,0,30.0,0,Car,0.0,10.0,24.1,412.2,1,557.2,2024-01-15 08:01:40
101,SimDriver_01,1,0,0,0,0,0,0,0,53.0,2472,100,22.8,0,30.0,0,Car,0.6,10.0,24.2,413.5,1,563.6,2024-01-15 08:01:41
102,SimDriver_01,1,0,0,0,0,0,0,0,53.3,2474,100,22.8,0,30.0,0,Car,1.4,10.0,24.2,414.9,1,569.9,2024-01-15 08:01:42
103,SimDriver_01,1,0,0,0,0,0,0,0,53.6,2419,100,22.3,0,30.0,0,Car,0.0,10.0,24.2,416.1,1,576.1,2024-01-15 08:01:43
104,SimDriver_01,1,0,0,0,0,0,0,0,53.9,2420,100,22.3,0,30.0,0,Car,0.6,10.0,24.3,417.4,1,582.3,2024-01-15 08:01:44
105,SimDriver_01,1,0,0,0,0,0,0,0,54.2,2421,100,22.4,0,30.0,0,Car,0.9,10.0,24.3,418.6,1,588.6,2024-01-15 08:01:45
106,SimDriver_01,1,0,0,0,0,0,0,0,54.5,2423,100,22.4,0,30.0,0,Car,2.3,10.0,24.3,419.8,1,594.8,2024-01-15 08:01:46
107,SimDriver_01,1,0,0,0,0,0,0,0,54.8,2426,100,22.4,0,30.0,0,Car,2.8,10.0,24.4,421.0,1,601.0,2024-01-15 08:01:47
108,SimDriver_01,1,0,0,0,0,0,0,0,55.0,2428,100,22.4,0,30.0,0,Car,2.6,10.0,24.4,422.2,1,607.2,2024-01-15 08:01:48
109,SimDriver_01,1,0,0,0,0,0,0,0,55.3,2432,100,22.5,0,30.0,0,Car,3.3,10.0,24.4,423.4,1,613.5,2024-01-15 08:01:49
110,SimDriver_01,1,0,0,0,0,0,0,0,55.6,2436,100,22.5,0,30.7,0,Car,4.3,10.2,24.4,424.6,1,619.7,2024-01-15 08:01:50
111,SimDriver_01,1,0,0,0,0,0,0,0,55.9,2439,100,22.5,0,30.0,0,Car,3.4,10.0,24.5,425.8,1,626.0,2024-01-15 08:01:51
112,SimDriver_01,1,0,0,0,0,0,0,0,56.2,2444,100,22.6,0,30.0,0,Car,5.0,10.0,24.5,427.0,1,632.2,2024-01-15 08:01:52
113,SimDriver_01,1,0,0,0,0,0,0,0,56.5,2450,100,22.6,0,30.0,0,Car,6.6,10.0,24.5,428.1,1,638.5,2024-01-15 08:01:53
114,SimDriver_01,1,0,0,0,0,0,0,0,56.8,2455,100,22.7,0,30.0,0,Car,4.9,10.0,24.5,429.3,1,644.8,2024-01-15 08:01:54
115,SimDriver_01,1,0,0,0,0,0,0,0,57.1,2460,100,22.7,0,30.0,0,Car,5.5,10.0,24.6,430.4,1,651.1,2024-01-15 08:01:55
116,SimDriver_01,1,0,0,0,0,0,0,0,57.4,2466,100,22.8,0,30.0,0,Car,6.5,10.0,24.6,431.5,1,657.5,2024-01-15 08:01:56
117,SimDriver_01,1,0,0,0,0,0,0,0,57.7,2472,100,22.8,0,33.8,0,Car,5.7,11.3,24.6,432.7,1,663.8,2024-01-15 08:01:57
118,SimDriver_01,1,0,0,0,0,0,0,0,58.0,2476,100,22.9,0,30.0,0,Car,4.3,10.0,24.7,433.8,1,670.1,2024-01-15 08:01:58
119,SimDriver_01,1,0,0,0,0,0,0,0,58.3,2480,100,22.9,0,30.0,0,Car,4.2,10.0,24.7,434.9,1,676.5,2024-01-15 08:01:59
120,SimDriver_01,1,0,0,0,0,0,0,0,58.6,2486,100,23.0,0,30.0,0,Car,6.7,10.0,24.7,436.0,1,682.9,2024-01-15 08:02:00
121,SimDriver_01,1,0,0,0,0,0,0,0,58.9,2495,100,23.0,0,43.8,0,Car,9.2,14.6,24.7,437.2,1,689.3,2024-01-15 08:02:01
122,SimDriver_01,1,0,0,0,0,0,0,0,59.2,2506,100,23.1,0,47.7,0,Car,11.7,15.9,24.8,438.4,1,695.7,2024-01-15 08:02:02
123,SimDriver_01,1,0,0,0,0,0,0,0,59.5,2520,100,23.3,0,43.7,0,Car,14.2,14.6,24.8,439.5,1,702.2,2024-01-15 08:02:03
124,SimDriver_01,1,0,0,0,0,0,0,0,59.8,2536,100,23.4,0,46.8,0,Car,16.7,15.6,24.8,440.7,1,708.7,2024-01-15 08:02:04
125,SimDriver_01,1,0,0,0,0,0,0,0,60.1,2554,100,23.6,0,44.7,0,Car,19.2,14.9,24.8,441.9,1,715.2,2024-01-15 08:02:05
126,SimDriver_01,1,0,0,0,0,0,0,0,60.4,2575,100,23.8,0,60.3,0,Car,21.7,20.1,24.9,443.2,1,721.8,2024-01-15 08:02:06
127,SimDriver_01,1,0,0,0,0,0,0,0,60.7,2598,100,24.0,0,75.6,0,Car,24.2,25.2,24.9,444.5,1,728.5,2024-01-15 08:02:07
128,SimDriver_01,1,0,0,0,0,0,0,0,61.0,2623,100,24.2,0,84.5,0,Car,26.7,28.2,24.9,446.0,1,735.2,2024-01-15 08:02:08
129,SimDriver_01,1,0,0,0,0,0,0,0,61.4,2651,100,24.5,0,68.1,0,Car,29.2,22.7,24.9,447.3,1,742.0,2024-01-15 08:02:09
130,SimDriver_01,1,0,0,0,0,0,0,0,61.7,2681,100,24.8,0,90.8,0,Car,31.7,30.3,24.9,448.8,1,748.9,2024-01-15 08:02:10
131,SimDriver_01,1,0,0,0,0,0,0,0,62.0,2714,100,25.1,0,89.7,0,Car,34.2,29.9,24.9,450.2,1,755.9,2024-01-15 08:02:11
132,SimDriver_01,1,0,0,0,0,0,0,0,62.3,2748,100,25.4,0,92.1,0,Car,36.7,30.7,25.0,451.7,1,762.9,2024-01-15 08:02:12
133,SimDriver_01,1,0,0,0,0,0,0,0,62.6,2786,100,25.7,0,113.4,0,Car,39.2,37.8,25.0,453.3,1,770.1,2024-01-15 08:02:13
134,SimDriver_01,1,0,0,0,0,0,0,0,63.0,2825,100,26.1,0,96.6,0,Car,41.7,32.2,25.0,454.9,1,777.3,2024-01-15 08:02:14
135,SimDriver_01,1,0,0,0,0,0,0,0,63.3,2866,100,26.5,0,109.0,0,Car,44.2,36.3,25.0,456.5,1,784.7,2024-01-15 08:02:15
136,SimDriver_01,1,0,0,0,0,0,0,0,63.7,2910,100,26.9,0,111.3,0,Car,46.7,37.1,25.0,458.1,1,792.1,2024-01-15 08:02:16
137,SimDriver_01,1,0,0,0,0,0,0,0,64.0,2956,100,27.3,0,113.7,0,Car,49.2,37.9,25.0,459.8,1,799.7,2024-01-15 08:02:17
138,SimDriver_01,1,0,0,0,0,0,0,0,64.4,3005,100,27.7,0,130.0,0,Car,51.7,43.3,25.0,461.5,1,807.4,2024-01-15 08:02:18
139,SimDriver_01,1,0,0,0,0,0,0,0,64.7,3055,100,28.2,0,143.2,0,Car,54.2,47.7,25.1,463.4,1,815.3,2024-01-15 08:02:19
140,SimDriver_01,1,0,0,0,0,0,0,0,65.1,3108,100,28.7,0,150.2,0,Car,56.7,50.1,25.1,465.3,1,823.2,2024-01-15 08:02:20
141,SimDriver_01,1,0,0,0,0,0,0,0,65.4,3163,100,29.2,0,158.0,0,Car,59.2,52.7,25.1,467.3,1,831.3,2024-01-15 08:02:21
142,SimDriver_01,1,0,0,0,0,0,0,0,65.8,3220,100,29.7,0,150.9,0,Car,61.7,50.3,25.1,469.2,1,839.6,2024-01-15 08:02:22
143,SimDriver_01,1,0,0,0,0,0,0,0,66.2,3279,100,30.3,0,175.2,0,Car,64.2,58.4,25.1,471.4,1,848.0,2024-01-15 08:02:23
144,SimDriver_01,1,0,0,0,0,0,0,0,66.6,3340,100,30.8,0,183.5,0,Car,66.7,61.2,25.1,473.5,1,856.6,2024-01-15 08:02:24
145,SimDriver_01,1,0,0,0,0,0,0,0,67.0,3404,100,31.4,0,166.0,0,Car,69.2,55.3,25.1,475.6,1,865.3,2024-01-15 08:02:25
146,SimDriver_01,1,0,0,0,0,0,0,0,67.4,3469,100,32.0,0,193.0,0,Car,71.7,64.3,25.1,477.9,1,874.2,2024-01-15 08:02:26
147,SimDriver_01,1,0,0,0,0,0,0,0,67.8,3537,100,32.7,0,200.2,0,Car,74.2,66.7,25.1,480.2,1,883.3,2024-01-15 08:02:27
148,SimDriver_01,1,0,0,0,0,0,0,0,68.2,3606,100,33.3,0,186.7,0,Car,76.7,62.2,25.2,482.5,1,892.5,2024-01-15 08:02:28
149,SimDriver_01,1,0,0,0,0,0,0,0,68.6,3678,100,34.0,0,190.0,0,Car,79.2,63.3,25.2,484.7,1,902.0,2024-01-15 08:02:29
150,SimDriver_01,1,0,0,0,0,0,0,0,69.0,3751,100,34.6,0,216.2,0,Car,81.7,72.1,25.2,487.2,1,911.6,2024-01-15 08:02:30
151,SimDriver_01,1,0,0,0,0,0,0,0,69.4,3827,100,35.3,0,212.3,0,Car,84.2,70.8,25.2,489.7,1,921.4,2024-01-15 08:02:31
152,SimDriver_01,1,0,0,0,0,0,0,0,69.9,3904,100,36.0,0,228.9,0,Car,86.7,76.3,25.2,492.2,1,931.4,2024-01-15 08:02:32
153,SimDriver_01,1,0,0,0,0,0,0,0,70.3,3983,100,36.8,0,220.6,0,Car,89.2,73.5,25.2,494.8,1,941.6,2024-01-15 08:02:33
154,SimDriver_01,1,0,0,0,0,0,0,0,70.8,4064,100,37.5,0,226.2,0,Car,91.7,75.4,25.2,497.4,1,952.0,2024-01-15 08:02:34
155,SimDriver_01,1,0,0,0,0,0,0,0,71.3,4147,100,38.3,0,236.4,0,Car,94.2,78.8,25.2,500.1,1,962.7,2024-01-15 08:02:35
156,SimDriver_01,1,0,0,0,0,0,0,0,71.7,4232,100,39.1,0,248.5,0,Car,96.7,82.8,25.2,502.8,1,973.5,2024-01-15 08:02:36
157,SimDriver_01,1,0,0,0,0,0,0,0,72.2,4318,100,39.9,0,240.2,0,Car,99.2,80.1,25.2,505.6,1,984.6,2024-01-15 08:02:37
158,SimDriver_01,1,0,0,0,0,0,0,0,72.7,4405,100,40.7,0,246.5,0,Car,100.0,82.2,25.2,508.3,1,995.9,2024-01-15 08:02:38
159,SimDriver_01,1,0,0,0,0,0,0,0,73.2,4491,100,41.5,0,252.9,0,Car,100.0,84.3,25.2,511.2,1,1007.4,2024-01-15 08:02:39
