Time_1s,Driver_ID,LapID,GPS Longitude,GPS Latitude,GPS Bearing,Accelerometer (Total),Accelerometer (X),Accelerometer (Y),Accelerometer (Z),Coolant,RPM,Altitude(GPS),OBD Speed,kff1298,Torque,F_M,AuthorisedClass,Throttle_Position,Engine_Load,Intake_Air_Temp,Catalyst_Temperature,Gear,Trip_Distance_m,Timestamp
42,SimDriver_01,1,0,0,0,0,0,0,0,31.0,1144,100,10.6,0,82.0,0,Car,28.1,27.3,22.6,236.7,1,58.8,2024-02-26 08:00:42
43,SimDriver_01,1,0,0,0,0,0,0,0,31.2,1174,100,10.8,0,59.6,0,Car,29.7,19.9,22.6,239.3,1,61.8,2024-02-26 08:00:43
44,SimDriver_01,1,0,0,0,0,0,0,0,31.3,1205,100,11.1,0,90.4,0,Car,30.1,30.1,22.6,242.1,1,64.9,2024-02-26 08:00:44
45,SimDriver_01,1,0,0,0,0,0,0,0,31.5,1235,100,11.4,0,60.5,0,Car,28.9,20.2,22.6,244.7,1,68.1,2024-02-26 08:00:45
46,SimDriver_01,1,0,0,0,0,0,0,0,31.7,1266,100,11.7,0,68.0,0,Car,30.8,22.7,22.6,247.4,1,71.3,2024-02-26 08:00:46
47,SimDriver_01,1,0,0,0,0,0,0,0,31.9,1299,100,12.0,0,82.1,0,Car,32.3,27.4,22.6,250.1,1,74.7,2024-02-26 08:00:47
48,SimDriver_01,1,0,0,0,0,0,0,0,32.0,1245,100,11.5,0,30.0,0,Car,0.0,10.0,22.6,252.4,1,77.9,2024-02-26 08:00:48
49,SimDriver_01,1,0,0,0,0,0,0,0,32.2,1246,100,11.5,0,30.0,0,Car,1.4,10.0,22.6,254.7,1,81.1,2024-02-26 08:00:49
50,SimDriver_01,1,0,0,0,0,0,0,0,32.4,1248,100,11.5,0,30.0,0,Car,2.0,10.0,22.7,257.0,1,84.3,2024-02-26 08:00:50
51,SimDriver_01,1,0,0,0,0,0,0,0,32.6,1250,100,11.5,0,30.0,0,Car,1.3,10.0,22.7,259.2,1,87.5,2024-02-26 08:00:51
52,SimDriver_01,1,0,0,0,0,0,0,0,32.7,1250,100,11.5,0,30.0,0,Car,0.4,10.0,22.7,261.5,1,90.7,2024-02-26 08:00:52
53,SimDriver_01,1,0,0,0,0,0,0,0,32.9,1251,100,11.6,0,30.0,0,Car,1.4,10.0,22.7,263.7,1,93.9,2024-02-26 08:00:53
54,SimDriver_01,1,0,0,0,0,0,0,0,33.1,1252,100,11.6,0,30.0,0,Car,0.8,10.0,22.7,265.9,1,97.1,2024-02-26 08:00:54
55,SimDriver_01,1,0,0,0,0,0,0,0,33.3,1254,100,11.6,0,30.0,0,Car,1.4,10.0,22.7,268.0,1,100.3,2024-02-26 08:00:55
56,SimDriver_01,1,0,0,0,0,0,0,0,33.4,1254,100,11.6,0,30.0,0,Car,0.8,10.0,22.8,270.2,1,103.5,2024-02-26 08:00:56
57,SimDriver_01,1,0,0,0,0,0,0,0,33.6,1257,100,11.6,0,30.0,0,Car,2.2,10.0,22.8,272.3,1,106.8,2024-02-26 08:00:57
58,SimDriver_01,1,0,0,0,0,0,0,0,33.8,1257,100,11.6,0,30.0,0,Car,0.7,10.0,22.8,274.4,1,110.0,2024-02-26 08:00:58
59,SimDriver_01,1,0,0,0,0,0,0,0,34.0,1258,100,11.6,0,30.0,0,Car,0.5,10.0,22.8,276.5,1,113.2,2024-02-26 08:00:59
60,SimDriver_01,1,0,0,0,0,0,0,0,34.1,1261,100,11.6,0,30.0,0,Car,3.0,10.0,22.8,278.6,1,116.5,2024-02-26 08:01:00
61,SimDriver_01,1,0,0,0,0,0,0,0,34.3,1266,100,11.7,0,30.0,0,Car,5.5,10.0,22.8,280.6,1,119.7,2024-02-26 08:01:01
62,SimDriver_01,1,0,0,0,0,0,0,0,34.5,1275,100,11.8,0,33.8,0,Car,8.0,11.3,22.9,282.7,1,123.0,2024-02-26 08:01:02
63,SimDriver_01,1,0,0,0,0,0,0,0,34.7,1285,100,11.9,0,43.3,0,Car,10.5,14.4,22.9,284.8,1,126.3,2024-02-26 08:01:03
64,SimDriver_01,1,0,0,0,0,0,0,0,34.9,1298,100,12.0,0,47.0,0,Car,13.0,15.7,22.9,286.9,1,129.6,2024-02-26 08:01:04
65,SimDriver_01,1,0,0,0,0,0,0,0,35.0,1314,100,12.1,0,30.0,0,Car,15.5,10.0,22.9,288.9,1,133.0,2024-02-26 08:01:05
66,SimDriver_01,1,0,0,0,0,0,0,0,35.2,1333,100,12.3,0,61.6,0,Car,18.0,20.5,22.9,291.1,1,136.4,2024-02-26 08:01:06
67,SimDriver_01,1,0,0,0,0,0,0,0,35.4,1353,100,12.5,0,66.0,0,Car,20.5,22.0,22.9,293.3,1,139.9,2024-02-26 08:01:07
68,SimDriver_01,1,0,0,0,0,0,0,0,35.6,1377,100,12.7,0,72.4,0,Car,23.0,24.1,22.9,295.5,1,143.4,2024-02-26 08:01:08
69,SimDriver_01,1,0,0,0,0,0,0,0,35.8,1402,100,13.0,0,66.7,0,Car,25.5,22.2,22.9,297.7,1,147.0,2024-02-26 08:01:09
70,SimDriver_01,1,0,0,0,0,0,0,0,36.0,1431,100,13.2,0,72.9,0,Car,28.0,24.3,22.9,299.9,1,150.7,2024-02-26 08:01:10
71,SimDriver_01,1,0,0,0,0,0,0,0,36.2,1462,100,13.5,0,76.9,0,Car,30.5,25.6,22.9,302.2,1,154.4,2024-02-26 08:01:11
72,SimDriver_01,1,0,0,0,0,0,0,0,36.4,1495,100,13.8,0,82.9,0,Car,33.0,27.6,22.9,304.5,1,158.2,2024-02-26 08:01:12
73,SimDriver_01,1,0,0,0,0,0,0,0,36.6,1531,100,14.1,0,85.0,0,Car,35.5,28.3,23.0,306.7,1,162.2,2024-02-26 08:01:13
74,SimDriver_01,1,0,0,0,0,0,0,0,36.8,1569,100,14.5,0,83.8,0,Car,38.0,27.9,23.0,309.0,1,166.2,2024-02-26 08:01:14
75,SimDriver_01,1,0,0,0,0,0,0,0,37.0,1610,100,14.9,0,96.3,0,Car,40.5,32.1,23.0,311.4,1,170.3,2024-02-26 08:01:15
76,SimDriver_01,1,0,0,0,0,0,0,0,37.1,944,100,15.3,0,102.2,0,Car,43.0,34.1,23.0,313.4,2,174.6,2024-02-26 08:01:16
77,SimDriver_01,1,0,0,0,0,0,0,0,37.3,970,100,15.7,0,102.5,0,Car,45.5,34.2,22.9,315.5,2,178.9,2024-02-26 08:01:17
78,SimDriver_01,1,0,0,0,0,0,0,0,37.4,998,100,16.1,0,123.7,0,Car,48.0,41.2,22.9,317.6,2,183.4,2024-02-26 08:01:18
79,SimDriver_01,1,0,0,0,0,0,0,0,37.6,1026,100,16.6,0,113.0,0,Car,50.5,37.7,22.9,319.7,2,188.0,2024-02-26 08:01:19
80,SimDriver_01,1,0,0,0,0,0,0,0,37.7,1056,100,17.1,0,118.0,0,Car,53.0,39.3,22.9,321.8,2,192.8,2024-02-26 08:01:20
81,SimDriver_01,1,0,0,0,0,0,0,0,37.9,1088,100,17.6,0,140.6,0,Car,55.5,46.9,22.9,324.1,2,197.6,2024-02-26 08:01:21
82,SimDriver_01,1,0,0,0,0,0,0,0,38.1,1120,100,18.1,0,143.6,0,Car,58.0,47.9,22.9,326.4,2,202.7,2024-02-26 08:01:22
83,SimDriver_01,1,0,0,0,0,0,0,0,38.2,1154,100,18.7,0,164.1,0,Car,60.5,54.7,22.9,328.8,2,207.9,2024-02-26 08:01:23
84,SimDriver_01,1,0,0,0,0,0,0,0,38.4,1190,100,19.2,0,144.9,0,Car,63.0,48.3,22.9,331.0,2,213.2,2024-02-26 08:01:24
85,SimDriver_01,1,0,0,0,0,0,0,0,38.6,1226,100,19.8,0,177.8,0,Car,65.5,59.3,22.9,333.5,2,218.7,2024-02-26 08:01:25
86,SimDriver_01,1,0,0,0,0,0,0,0,38.8,2213,100,20.4,0,168.5,0,Car,68.0,56.2,22.9,336.4,1,224.4,2024-02-26 08:01:26
87,SimDriver_01,1,0,0,0,0,0,0,0,39.1,2282,100,21.1,0,172.8,0,Car,70.5,57.6,22.9,339.4,1,230.2,2024-02-26 08:01:27
88,SimDriver_01,1,0,0,0,0,0,0,0,39.4,2352,100,21.7,0,183.8,0,Car,73.0,61.3,22.9,342.4,1,236.3,2024-02-26 08:01:28
89,SimDriver_01,1,0,0,0,0,0,0,0,39.7,2425,100,22.4,0,183.0,0,Car,75.5,61.0,22.9,345.4,1,242.5,2024-02-26 08:01:29
90,SimDriver_01,1,0,0,0,0,0,0,0,40.0,2498,100,23.1,0,175.7,0,Car,76.0,58.6,22.8,348.3,1,248.9,2024-02-26 08:01:30
91,SimDriver_01,1,0,0,0,0,0,0,0,40.3,2573,100,23.8,0,182.6,0,Car,77.6,60.9,22.8,351.4,1,255.5,2024-02-26 08:01:31
92,SimDriver_01,1,0,0,0,0,0,0,0,40.6,2645,100,24.4,0,185.0,0,Car,76.1,61.7,22.8,354.4,1,262.3,2024-02-26 08:01:32
93,SimDriver_01,1,0,0,0,0,0,0,0,40.9,2716,100,25.1,0,173.4,0,Car,74.9,57.8,22.8,357.4,1,269.2,2024-02-26 08:01:33
94,SimDriver_01,1,0,0,0,0,0,0,0,41.3,2789,100,25.8,0,186.4,0,Car,76.9,62.1,22.8,360.4,1,276.4,2024-02-26 08:01:34
95,SimDriver_01,1,0,0,0,0,0,0,0,41.6,2864,100,26.4,0,203.8,0,Car,78.7,67.9,22.8,363.6,1,283.7,2024-02-26 08:01:35
96,SimDriver_01,1,0,0,0,0,0,0,0,42.0,2937,100,27.1,0,181.3,0,Car,78.0,60.4,22.8,366.7,1,291.3,2024-02-26 08:01:36
97,SimDriver_01,1,0,0,0,0,0,0,0,42.3,3011,100,27.8,0,211.0,0,Car,79.4,70.3,22.8,369.9,1,299.0,2024-02-26 08:01:37
98,SimDriver_01,1,0,0,0,0,0,0,0,42.7,3084,100,28.5,0,200.8,0,Car,77.9,66.9,22.8,373.1,1,306.9,2024-02-26 08:01:38
99,SimDriver_01,1,0,0,0,0,0,0,0,43.0,3156,100,29.1,0,186.7,0,Car,77.0,62.2,22.8,376.2,1,315.0,2024-02-26 08:01:39
100,SimDriver_01,1,0,0,0,0,0,0,0,43.4,3227,100,29.8,0,192.1,0,Car,77.1,64.0,22.9,379.3,1,323.3,2024-02-26 08:01:40
101,SimDriver_01,1,0,0,0,0,0,0,0,43.8,3296,100,30.4,0,178.2,0,Car,75.2,59.4,22.9,382.4,1,331.7,2024-02-26 08:01:41
102,SimDriver_01,1,0,0,0,0,0,0,0,44.2,3367,100,31.1,0,189.6,0,Car,76.9,63.2,22.9,385.5,1,340.4,2024-02-26 08:01:42
103,SimDriver_01,1,0,0,0,0,0,0,0,44.6,3436,100,31.7,0,196.4,0,Car,75.9,65.5,22.9,388.7,1,349.2,2024-02-26 08:01:43
104,SimDriver_01,1,0,0,0,0,0,0,0,45.0,3506,100,32.4,0,194.5,0,Car,76.5,64.8,22.9,391.8,1,358.2,2024-02-26 08:01:44
105,SimDriver_01,1,0,0,0,0,0,0,0,45.4,3452,100,31.9,0,30.0,0,Car,0.0,10.0,22.9,393.8,1,367.0,2024-02-26 08:01:45
106,SimDriver_01,1,0,0,0,0,0,0,0,45.7,3398,100,31.4,0,30.0,0,Car,0.0,10.0,23.0,395.8,1,375.7,2024-02-26 08:01:46
107,SimDriver_01,1,0,0,0,0,0,0,0,46.1,3399,100,31.4,0,30.0,0,Car,1.0,10.0,23.0,397.7,1,384.5,2024-02-26 08:01:47
108,SimDriver_01,1,0,0,0,0,0,0,0,46.5,3401,100,31.4,0,30.0,0,Car,2.9,10.0,23.1,399.7,1,393.2,2024-02-26 08:01:48
109,SimDriver_01,1,0,0,0,0,0,0,0,46.9,3403,100,31.4,0,30.0,0,Car,2.1,10.0,23.1,401.6,1,401.9,2024-02-26 08:01:49
110,SimDriver_01,1,0,0,0,0,0,0,0,47.3,3405,100,31.4,0,30.0,0,Car,2.4,10.0,23.2,403.5,1,410.7,2024-02-26 08:01:50
111,SimDriver_01,1,0,0,0,0,0,0,0,47.7,3409,100,31.5,0,30.0,0,Car,4.0,10.0,23.2,405.3,1,419.4,2024-02-26 08:01:51
112,SimDriver_01,1,0,0,0,0,0,0,0,48.1,3412,100,31.5,0,30.0,0,Car,3.3,10.0,23.2,407.2,1,428.2,2024-02-26 08:01:52
113,SimDriver_01,1,0,0,0,0,0,0,0,48.5,3414,100,31.5,0,30.0,0,Car,2.3,10.0,23.3,409.0,1,436.9,2024-02-26 08:01:53
114,SimDriver_01,1,0,0,0,0,0,0,0,48.9,3416,100,31.5,0,30.0,0,Car,1.7,10.0,23.3,410.8,1,445.7,2024-02-26 08:01:54
115,SimDriver_01,1,0,0,0,0,0,0,0,49.3,3416,100,31.5,0,30.0,0,Car,0.1,10.0,23.3,412.6,1,454.4,2024-02-26 08:01:55
116,SimDriver_01,1,0,0,0,0,0,0,0,49.7,3417,100,31.6,0,30.0,0,Car,1.4,10.0,23.4,414.4,1,463.2,2024-02-26 08:01:56
117,SimDriver_01,1,0,0,0,0,0,0,0,50.0,3419,100,31.6,0,30.0,0,Car,2.0,10.0,23.4,416.2,1,472.0,2024-02-26 08:01:57
118,SimDriver_01,1,0,0,0,0,0,0,0,50.4,3420,100,31.6,0,30.0,0,Car,0.9,10.0,23.5,417.9,1,480.7,2024-02-26 08:01:58
119,SimDriver_01,1,0,0,0,0,0,0,0,50.8,3366,100,31.1,0,30.0,0,Car,0.0,10.0,23.5,419.6,1,489.4,2024-02-26 08:01:59
120,SimDriver_01,1,0,0,0,0,0,0,0,51.2,3312,100,30.6,0,30.0,0,Car,0.0,10.0,23.6,421.3,1,497.9,2024-02-26 08:02:00
121,SimDriver_01,1,0,0,0,0,0,0,0,51.6,3257,100,30.1,0,30.0,0,Car,0.0,10.0,23.7,422.9,1,506.2,2024-02-26 08:02:01
122,SimDriver_01,1,0,0,0,0,0,0,0,52.0,3203,100,29.6,0,30.0,0,Car,0.0,10.0,23.7,424.5,1,514.4,2024-02-26 08:02:02
123,SimDriver_01,1,0,0,0,0,0,0,0,52.3,3149,100,29.1,0,30.0,0,Car,0.0,10.0,23.8,426.0,1,522.5,2024-02-26 08:02:03
124,SimDriver_01,1,0,0,0,0,0,0,0,52.7,3095,100,28.6,0,30.0,0,Car,0.0,10.0,23.8,427.5,1,530.5,2024-02-26 08:02:04
125,SimDriver_01,1,0,0,0,0,0,0,0,53.0,3041,100,28.1,0,30.0,0,Car,0.0,10.0,23.9,428.9,1,538.3,2024-02-26 08:02:05
126,SimDriver_01,1,0,0,0,0,0,0,0,53.4,2987,100,27.6,0,30.0,0,Car,0.0,10.0,24.0,430.3,1,545.9,2024-02-26 08:02:06
127,SimDriver_01,1,0,0,0,0,0,0,0,53.7,2932,100,27.1,0,30.0,0,Car,0.0,10.0,24.0,431.7,1,553.4,2024-02-26 08:02:07
128,SimDriver_01,1,0,0,0,0,0,0,0,54.1,2878,100,26.6,0,30.0,0,Car,0.0,10.0,24.1,433.0,1,560.8,2024-02-26 08:02:08
129,SimDriver_01,1,0,0,0,0,0,0,0,54.4,2824,100,26.1,0,30.0,0,Car,0.0,10.0,24.1,434.3,1,568.1,2024-02-26 08:02:09
130,SimDriver_01,1,0,0,0,0,0,0,0,54.7,2770,100,25.6,0,30.0,0,Car,0.0,10.0,24.2,435.6,1,575.2,2024-02-26 08:02:10
131,SimDriver_01,1,0,0,0,0,0,0,0,55.0,2716,100,25.1,0,30.0,0,Car,0.0,10.0,24.3,436.8,1,582.1,2024-02-26 08:02:11
132,SimDriver_01,1,0,0,0,0,0,0,0,55.4,2662,100,24.6,0,30.0,0,Car,0.0,10.0,24.3,437.9,1,589.0,2024-02-26 08:02:12
133,SimDriver_01,1,0,0,0,0,0,0,0,55.7,2608,100,24.1,0,30.0,0,Car,0.0,10.0,24.4,439.0,1,595.6,2024-02-26 08:02:13
134,SimDriver_01,1,0,0,0,0,0,0,0,56.0,2553,100,23.6,0,30.0,0,Car,0.0,10.0,24.4,440.1,1,602.2,2024-02-26 08:02:14
135,SimDriver_01,1,0,0,0,0,0,0,0,56.3,2499,100,23.1,0,30.0,0,Car,0.0,10.0,24.5,441.2,1,608.6,2024-02-26 08:02:15
136,SimDriver_01,1,0,0,0,0,0,0,0,56.6,2445,100,22.6,0,30.0,0,Car,0.0,10.0,24.5,442.2,1,614.9,2024-02-26 08:02:16
137,SimDriver_01,1,0,0,0,0,0,0,0,56.9,2391,100,22.1,0,30.0,0,Car,0.0,10.0,24.6,443.2,1,621.0,2024-02-26 08:02:17
138,SimDriver_01,1,0,0,0,0,0,0,0,57.1,2337,100,21.6,0,30.0,0,Car,0.0,10.0,24.6,444.1,1,627.0,2024-02-26 08:02:18
139,SimDriver_01,1,0,0,0,0,0,0,0,57.4,2283,100,21.1,0,30.0,0,Car,0.0,10.0,24.7,445.0,1,632.9,2024-02-26 08:02:19
140,SimDriver_01,1,0,0,0,0,0,0,0,57.7,2228,100,20.6,0,30.0,0,Car,0.0,10.0,24.7,445.9,1,638.6,2024-02-26 08:02:20
141,SimDriver_01,1,0,0,0,0,0,0,0,58.0,2174,100,20.1,0,30.0,0,Car,0.0,10.0,24.8,446.7,1,644.2,2024-02-26 08:02:21
142,SimDriver_01,1,0,0,0,0,0,0,0,58.1,1211,100,19.6,0,30.0,0,Car,0.0,10.0,24.8,447.0,2,649.6,2024-02-26 08:02:22
143,SimDriver_01,1,0,0,0,0,0,0,0,58.3,1180,100,19.1,0,30.0,0,Car,0.0,10.0,24.9,447.4,2,654.9,2024-02-26 08:02:23
144,SimDriver_01,1,0,0,0,0,0,0,0,58.5,1149,100,18.6,0,30.0,0,Car,0.0,10.0,24.9,447.7,2,660.1,2024-02-26 08:02:24
145,SimDriver_01,1,0,0,0,0,0,0,0,58.6,1118,100,18.1,0,30.0,0,Car,0.0,10.0,25.0,447.9,2,665.1,2024-02-26 08:02:25
146,SimDriver_01,1,0,0,0,0,0,0,0,58.8,1087,100,17.6,0,30.0,0,Car,0.0,10.0,25.0,448.2,2,670.0,2024-02-26 08:02:26
147,SimDriver_01,1,0,0,0,0,0,0,0,58.9,1057,100,17.1,0,30.0,0,Car,0.0,10.0,25.0,448.5,2,674.7,2024-02-26 08:02:27
148,SimDriver_01,1,0,0,0,0,0,0,0,59.1,1026,100,16.6,0,30.0,0,Car,0.0,10.0,25.1,448.7,2,679.3,2024-02-26 08:02:28
149,SimDriver_01,1,0,0,0,0,0,0,0,59.2,995,100,16.1,0,30.0,0,Car,0.0,10.0,25.1,448.9,2,683.8,2024-02-26 08:02:29
150,SimDriver_01,1,0,0,0,0,0,0,0,59.4,964,100,15.6,0,30.0,0,Car,0.0,10.0,25.2,449.1,2,688.1,2024-02-26 08:02:30
151,SimDriver_01,1,0,0,0,0,0,0,0,59.5,933,100,15.1,0,30.0,0,Car,0.0,10.0,25.2,449.3,2,692.3,2024-02-26 08:02:31
152,SimDriver_01,1,0,0,0,0,0,0,0,59.7,1579,100,14.6,0,30.0,0,Car,0.0,10.0,25.2,449.8,1,696.3,2024-02-26 08:02:32
153,SimDriver_01,1,0,0,0,0,0,0,0,59.9,1524,100,14.1,0,30.0,0,Car,0.0,10.0,25.3,450.2,1,700.2,2024-02-26 08:02:33
154,SimDriver_01,1,0,0,0,0,0,0,0,60.1,1470,100,13.6,0,30.0,0,Car,0.0,10.0,25.3,450.7,1,704.0,2024-02-26 08:02:34
155,SimDriver_01,1,0,0,0,0,0,0,0,60.3,1416,100,13.1,0,30.0,0,Car,0.0,10.0,25.4,451.1,1,707.7,2024-02-26 08:02:35
156,SimDriver_01,1,0,0,0,0,0,0,0,60.5,1362,100,12.6,0,30.0,0,Car,0.0,10.0,25.4,451.4,1,711.1,2024-02-26 08:02:36
157,SimDriver_01,1,0,0,0,0,0,0,0,60.7,1308,100,12.1,0,30.0,0,Car,0.0,10.0,25.5,451.8,1,714.5,2024-02-26 08:02:37
158,SimDriver_01,1,0,0,0,0,0,0,0,60.9,1254,100,11.6,0,30.0,0,Car,0.0,10.0,25.5,452.1,1,717.7,2024-02-26 08:02:38
159,SimDriver_01,1,0,0,0,0,0,0,0,61.0,1199,100,11.1,0,30.0,0,Car,0.0,10.0,25.6,452.4,1,720.8,2024-02-26 08:02:39
